artist,comments,country,dated,department,description,id,img_url,medium,onview,role,submit_time,title,web_url
Liu Kang,Gift of the artist’s family,china,1933,National Gallery Singapore,"Born in Fujian Province, Liu Kang (1911-2004) received his formal training in Shanghai Academy of Fine Art, where he was exposed to Chinese paintings. In 1928, he went to Paris where he was influenced by art movements such as Fauvism and Post-Impressionism. Not only was he one of Singapore’s pioneer artists, he was also a leading figure in the Society of Chinese Artists and the Singapore Art Society. In 1970, he was awarded the Public Service Star for his contributions in the field of art.After leaving Paris in 1933, Liu returned to teach at his alma mater. He often took his students on outdoor painting trips and this painting could have resulted from one of the trips.",E3D69983-98FD-498A-A0B7-5AEBF9D851F3,https://www.roots.gov.sg/CollectionImages/1031309.jpg,Canvas on board,,Painting,2023-05-09 16:04:57,Countryside in <em>China</em>,https://www.roots.gov.sg/Collection-Landing/listing/1031309
unknown,unknown,china,1953,National Museum of Singapore,"This photograph is part of a series which depicts the sights and scenes of 19th and 20th century Singapore.Situated along Battery Road in the financial district, the Bank of China Building was one of the first modern skyscrapers in Singapore when it was completed in 1954. Designed by architectural firm Palmer and Turner, and built at a cost of over $3 million, the 18-storey building had all the latest modern amenities, including air-conditioning. A new 36-storey block was constructed adjacent to the original structure and linked by a podium in 2000. The building continues to house the Bank of China.",82588C25-464B-4CE3-B19C-8D17D604FF3E,https://www.roots.gov.sg/CollectionImages/1262164.jpg,unknown,,Photograph,2023-05-09 16:04:57,Bank of <em>China</em> building,https://www.roots.gov.sg/Collection-Landing/listing/1262164
unknown,Gift of Mr and Mrs Lee Kip Lee,china,1929,Peranakan Museum,"This passport shows a gelatin silver portrait of Mrs Tan Choi Neo. It was issued by the Board of Foreign Affairs of Amoy, China. A native of Leong Kway, Mrs Tan Choi Neo was travelling together with her husband to Singapore on 12th April 1929.Photography was a transformational technology when it was first invented around 1839 and was quickly embraced by the Peranakans as soon as it arrived in Southeast Asia around 1841. This group of photographs reveals the longstanding relationship between Peranakans and photography which continues till today.",D5E0C12E-FCD3-473C-8FD7-3157AE6A52BA,https://www.roots.gov.sg/CollectionImages/1434838.jpg,paper (fiber product),,Document,2023-05-09 16:04:57,Republic of <em>China</em> passport,https://www.roots.gov.sg/Collection-Landing/listing/1434838
Jiang Zhi Nan Sylvia Tan S H,Collection of Singapore Philatelic Museum,china,09/10/1996,Singapore Philatelic Museum,,BB6EB462-3F31-427E-B0AE-095CC747DC8F,https://www.roots.gov.sg/CollectionImages/1224735.jpg,paper,,Stamp,2023-05-09 16:04:57,Singapore - <em>China</em> Joint Issue,https://www.roots.gov.sg/Collection-Landing/listing/1224735
unknown,Gift of Mr and Mrs Lee Kip Lee,china,1927,Peranakan Museum,"This laminated passport was issued by the Consulate of the Republic of China at Surabaya for its owner, Tan Tik Sioc to travel to Singapore and Penang in 1927.",D37355AC-208E-404B-875D-A424CCC77C35,https://www.roots.gov.sg/CollectionImages/1415897.jpg,Gelatin silver print on paper,,Photograph,2023-05-09 16:04:57,Republic of <em>China</em> passport,https://www.roots.gov.sg/Collection-Landing/listing/1415897
Liu Kang,Gift of the artist’s family,china,1997,National Gallery Singapore,"Born in Fujian Province, Liu Kang (1911-2004) received his formal training in Shanghai Academy of Fine Art, where he was exposed to Chinese paintings. In 1928, he went to Paris where he was influenced by art movements such as Fauvism and Post-Impressionism. Not only was he one of Singapore’s pioneer artists, he was also a leading figure in the Society of Chinese Artists and the Singapore Art Society. In 1970, he was awarded the Public Service Star for his contributions in the field of art.Liu often travelled within and outside Singapore, and as he did so, he painted the places he visited. China was a place of inspiration for Liu and here, the grandeur and magnificence of the iconic Great Wall as it traverses difficult terrain, is depicted.",3A1B1A43-B7C7-4E1E-876D-2BD66B3FCEC9,https://www.roots.gov.sg/CollectionImages/1033875.jpg,Oil on canvas,,Painting,2023-05-09 16:04:57,Great Wall of <em>China</em>,https://www.roots.gov.sg/Collection-Landing/listing/1033875
unknown,unknown,china,1890s,National Museum of Singapore,"The notorious China Street was known in Hokkien as ‘kiau keng khau’ (gamblers’ corner) owing to its numerous gambling dens. It was also known as Ghee Hin Street, after the infamous secret society that had its meeting house along this street. This albumen print reveals the crowded conditions of immigrant life in colonial Singapore.",3FDF3303-237B-4041-87FF-B5C771801ADD,https://www.roots.gov.sg/CollectionImages/1074535.jpg,Albumen print,,Photograph,2023-05-09 16:04:57,View of <em>China</em> Street,https://www.roots.gov.sg/Collection-Landing/listing/1074535
Jiang Zhi Nan Sylvia Tan S H,Collection of Singapore Philatelic Museum,china,09/10/1996,Singapore Philatelic Museum,,3A53B6EE-4333-466A-94A9-15208AD73C78,https://www.roots.gov.sg/CollectionImages/1223690.jpg,paper,,Stamp,2023-05-09 16:04:57,Singapore - <em>China</em> Joint Issue,https://www.roots.gov.sg/Collection-Landing/listing/1223690
Jiang Zhi Nan Sylvia Tan S H,Collection of Singapore Philatelic Museum,china,09/10/1996,Singapore Philatelic Museum,,853B9F35-E2D8-4AEA-8763-9CA11F6C74B0,https://www.roots.gov.sg/CollectionImages/1223623.jpg,paper,,Stamp,2023-05-09 16:04:57,Singapore - <em>China</em> Joint Issue,https://www.roots.gov.sg/Collection-Landing/listing/1223623
unknown,unknown,china,1962,National Museum of Singapore,"‘China Town’ is a Hindi film which was directed by Shakti Samanta, starring Shammi Kapoor. Hindi films were popular in Singapore, especially among the Indian and Malay communities. Early Malay films derived inspiration from Hindi films and appealed to the Malay audience as the similarities between the two were obvious.",6D373EFF-49E1-4B63-9E9E-C7A1A3908A88,https://www.roots.gov.sg/CollectionImages/1219219.jpg,paper,,Document,2023-05-09 16:04:57,‘<em>China</em> Town’ film poster,https://www.roots.gov.sg/Collection-Landing/listing/1219219
unknown,Collection of Singapore Philatelic Museum: Donated by Prof Cheah Jin Seng,china,c1940,Singapore Philatelic Museum,,55749E02-6DBD-432C-9D73-81445D182D17,https://www.roots.gov.sg/CollectionImages/1148143.jpg,Paper,,Stamp,2023-05-09 16:04:58,c1940 <em>China</em> Town Postcard,https://www.roots.gov.sg/Collection-Landing/listing/1148143
